,id_entidad,preten_ind,ind,un_preten,valor_ini_ind,contraparte,convocados,convocantes,id_arb,extrae,par_entidad,consecutivo,cont_casos,interinst,orfeo,impacto,ep_convocante,tipo_conv,apoderado_convocante,ep_convocada,apoderado_convocado,ent_vinculadas,nit,nac_ter_int,rol_entidad,tipo_arb,exp_cam_com,ctr_arbitraje,mecanismo_sel_arb,arbitro_n,nombre_arbitro,nombre_secretario,idsecretario,estado_caso,instancia,etapa,sentido_lau,tipo_cond,valor_costas,tipo_arbitramento,nombre_ua,sector_ua,hechos
118,436,53091081.77502732,331,PESOS,43380156.0,CARACOL TELEVISIÓN S.A NIT 860025674-2,AUTORIDAD NACIONAL DE TELEVISIÓN,CARACOL TELEVISIÓN S.A NIT 860025674-2,436136-61997-425,436,34,425.0,1,NO,20154051510412 / 20164050409602 / 20164050871772 / 20164050871762 / 20164050871742 / 20168001444982,JURIDICO,NO,JURIDICA ,ZULOAGA ROCHA ALEJANDRA,SI,  ,AUTORIDAD NACIONAL DE TELEVISION |436|TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,900517646-2,NACIONAL,CONVOCADO,ARBITRAMENTO GENERAL,4336,"CENTRO DE ARBITRAJE, CONCILIACIÓN Y AMIGABLE COMPOSICIÓN DE LA CÁMARA DE COMERCIO DE BOGOTÁ",SORTEO CENTRO,2.0,FAGUA GUAUQUE NESTOR RAUL,ANDRADE PERAFAN FELIPE,,TERMINADO POR LAUDO,PRIMERA ,TERMINACIÓN ANORMAL ,FAVORABLE,NO HAY CONDENA,10.522.019,GENERAL,AUTORIDAD NACIONAL DE TELEVISIÓN EN LIQUIDACIÓN,Sector de las Tecnologías de la Información y las Comunicaciones,En virtud del contrato de concesión 136 de 1997 la oficina de contenidos y defensa del televidente (de la ANTV) realizo una revisión sobre la programación emitida por CARACOL TV para verificar el cumplimiento de la obligación consistente en anteponer a la transmisión de los programas un aviso donde se indique en forma escrita y oral la edad promedio apta para ver dicho programa anunciando igualmente si contiene o no violencia y sexo. mediante resolución 281 de 2011 se le impuso una multa a Caracol TV por el incumplimiento de lo dispuesto anteriormente. el convocante argumenta que la sanción es injusta y por lo tanto reclama la devolución de los dineros que debió pagar por la multa.
119,487,41787067223.91566,333,PESOS,35464562419.0,INDUSTRIAL CONSULTING GROUP S.A. Y INDUSTRIAL CONULTING S.A.S QUE INTEGRAN EL CONSORCIO ICG-ICSAS  ,REFINERIA DE CARTAGENA S.A.,INDUSTRIAL CONSULTING GROUP S.A. Y INDUSTRIAL CONULTING S.A.S QUE INTEGRAN EL CONSORCIO ICG-ICSAS  ,487964436-9644372014-,487,28,,0,NO,20174050286862/ 20174050924692/ 20178000977832/ 20174051494752/ 20174051742092/ 20174051742082/ 20174051742112/ 20174051742102/ 20174051948472/ 20178001953992/ 20174052072802/ 20184050137532,MACROECONOMICO,NO,JURIDICA ,HADAD ALVAREZ FELIPE ANTONIO,SI,ARAQUE JAIMES WILLIAM JAVIER,REFINERIA DE CARTAGENA S.A.|487|MINAS Y ENERGIA,900112515-7,NACIONAL,CONVOCADO,ARBITRAMENTO GENERAL,5073,"CENTRO DE ARBITRAJE, CONCILIACIÓN Y AMIGABLE COMPOSICIÓN DE LA CÁMARA DE COMERCIO DE BOGOTÁ",SORTEO CENTRO,2.0,OSUNA PATIÑO NESTOR IVAN,ATUESTA ORTIZ ANDREA,52451905,TERMINADO POR LAUDO,PRIMERA ,FALLO,DESFAVORABLE,PAGAR,1776277176,GENERAL,REFINERÍA DE CARTAGENA S.A.S,Sector Minas y Energía,"Por el incumplimiento de las obligaciones por parte de Reficar S.A. por el contrato de consultoría que suscribieron con el convocante, este último afirma que los incumplimientos se centran en (i) la demora en l trámite de as prefacturas y por ende en el pago de las facturas (ii) descuentos lesivos e improcedentes a no reconocer los costos de los salario y prestaciones sociales de los tiempos que legalmente debía tomar como, por ejemplo, vacaciones (descanso remunerado), incapacidades y permisos, el personal vinculado al servicio contratado, bajo una supueta e inexitente no disponibilidad de personal; (iii) demora en la entrega de los dineros del anticipo y (iv) no realización de la liquidación del Contrato y por ende la retención de los dineros dados en garantia por un tiempo muy superior al debido"
120,245,88363455080.60764,341,PESOS,66605089892.0,UNION TEMPORAL DEVINORTE  ,AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI,UNION TEMPORAL DEVINORTE  ,2456641994-106,245,42,106.0,0,NO,20154050238872/ 20178000085412/ 20174050562882,MACROECONOMICO,NO,JURIDICA ,LOPEZ CHAVES FRANCISCO JAVIER,SI,DE VEGA PINZON GABRIEL,AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI|245|TRANSPORTE,830125996-6,NACIONAL,CONVOCADO,ARBITRAMENTO GENERAL,2975,"CENTRO DE ARBITRAJE, CONCILIACIÓN Y AMIGABLE COMPOSICIÓN DE LA CÁMARA DE COMERCIO DE BOGOTÁ",MUTUO ACUERDO,2.0,GUERRERO DE ESCOBAR MYRIAM,MANTILLA ESPINOSA FABRICIO,91075609,TERMINADO POR LAUDO,PRIMERA ,FALLO,DESFAVORABLE,HACER,0,GENERAL,AGENCIA NACIONAL DE INFRAESTRUCTURA,Sector Transporte,AMPLIACIÓN DE PLAZO DE OPERACIÓN E INCUMPLIMIENTOS
121,246,78955485455.08322,342,PESOS,56836072915.0,CONSORCIO VIA AL MAR NUQUI 2006 CONFORMADO POR  CONSTRUCCIONES CIVILES S.A. CONCIVILES Y SESAC LTDA. S.A.S  ,INSTITUTO NACIONAL DE VIAS - INVIAS,CONSORCIO VIA AL MAR NUQUI 2006 CONFORMADO POR  CONSTRUCCIONES CIVILES S.A. CONCIVILES Y SESAC LTDA. S.A.S  ,24629852006-123,246,36,123.0,1,NO,20154050259282/ 20188000098992,MACROECONOMICO,NO,JURIDICA ,TORRES VEGA IRMA SOLANGEL,SI,ORTIZ DEL HIERRO LUIS ALFONSO,INSTITUTO NACIONAL DE VIAS - INVIAS|246|TRANSPORTE,800215807-2,NACIONAL,CONVOCADO,ARBITRAMENTO GENERAL,3288,"CENTRO DE ARBITRAJE, CONCILIACIÓN Y AMIGABLE COMPOSICIÓN DE LA CÁMARA DE COMERCIO DE BOGOTÁ",MUTUO ACUERDO,2.0,GUERRERO DE ESCOBAR MYRIAM,RODRIGUEZ SUAREZ JAVIER RICARDO,79628329,TERMINADO POR LAUDO,PRIMERA ,FALLO,FAVORABLE,NO HAY CONDENA,0,INFRAESTRUCTURA,INSTITUTO NACIONAL DE VÍAS,Sector Transporte,"El INVIAS y el CONSORCIO MAR NEQUI 2006 suscriben el contrato 2985 con el fin de realizar los ""estudios, diseños, construcción y pavimentación de la carretera Nequi - Las Ánimas"".  Debido a un incumplimiento del INVIAS se presento un paro en la comunidad hecho que desencadeno en el incumplimiento del contrato."
122,246,7561240405.967632,343,PESOS,5205811729.0,C.I. GRODCO S EN C.A. INGENIEROS CIVILES NIT 860506688-1,INSTITUTO NACIONAL DE VIAS - INVIAS,C.I. GRODCO S EN C.A. INGENIEROS CIVILES NIT 860506688-1,24612392005-43,246,36,43.0,1,NO,20154050259282/ 20178000044972,JURIDICO,NO,JURIDICA ,TORRES VEGA IRMA SOLANGEL,SI,MOLANO VILLATE JANETH PATRICIA,INSTITUTO NACIONAL DE VIAS - INVIAS|246|TRANSPORTE,800215807-2,NACIONAL,CONVOCADO,ARBITRAMENTO GENERAL,2738,"CENTRO DE ARBITRAJE, CONCILIACIÓN Y AMIGABLE COMPOSICIÓN DE LA CÁMARA DE COMERCIO DE BOGOTÁ",MUTUO ACUERDO,2.0,GUERRERO DE ESCOBAR MYRIAM,SANTOS RODRIGUEZ JORGE ENRIQUE,80088885,TERMINADO POR LAUDO,PRIMERA,FALLO,DESFAVORABLE,PAGAR,0,INFRAESTRUCTURA,INSTITUTO NACIONAL DE VÍAS,Sector Transporte,"a. HECHOS RELATIVOS AL CONTRATO 1239, b. HECHOS RELATIVOS A DEMORA DE INICIACION DE CONTRATOS, c. HECHOS RELACIONADOS AL INCREMENTO DEL PROCENTAJE DE ANTICIPO, d. HECHOS DE LA NATURALEZA SOBREVINIENTE, e. HECHOS RELACIONADOS A LAS MODIFICACIONES, ADICIONES, PRORROGAS, SUSPENSIONES, RECIBO Y LIQUIDACION DEL CONTRATO, f. HECHOS RELACIONADOS AL TRAMITE A CARGO DE LA CONTRATISTA, g. HECHOS RELACIONADOSA LA REPROGRAMACION DE OBRAS, FLUJO DE CAJA Y PRECIOS NO PREVISTO, h. HECHOS RELACIONADOS AL DESEQUILIBRIO ECONOMICO DEL CONTRATO 1239/05, i. HECHOS FINALES."
123,436,137604037.8980662,344,PESOS,112434790.0,RCN TELEVISIÓN SA NIT 830029703-7,AUTORIDAD NACIONAL DE TELEVISIÓN,RCN TELEVISIÓN SA NIT 830029703-7,436140-41997-422,436,34,422.0,1,NO,20154051511802 / 20164050411582 / 20164051910152,JURIDICO,NO,JURIDICA ,CASTRO PEÑA MARIA NATALIA,SI,  ,AUTORIDAD NACIONAL DE TELEVISION |436|TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,900517646-2,NACIONAL,CONVOCADO,ARBITRAMENTO GENERAL,4340,"CENTRO DE ARBITRAJE, CONCILIACIÓN Y AMIGABLE COMPOSICIÓN DE LA CÁMARA DE COMERCIO DE BOGOTÁ",SORTEO CENTRO,2.0,SALCEDO CASTRO MYRIAM,LOZADA PIMIENTO NICOLAS ERNESTO,91514326,TERMINADO POR LAUDO,PRIMERA ,FALLO,DESFAVORABLE,PAGAR,0,GENERAL,AUTORIDAD NACIONAL DE TELEVISIÓN EN LIQUIDACIÓN,Sector de las Tecnologías de la Información y las Comunicaciones,En virtud del contrato de concesión 140 de 1997 la oficina de contenidos y defensa del televidente (de la ANTV) realizo una revisión sobre la programación emitida por RCN TV para verificar el cumplimiento de la obligación consistente en anteponer a la transmisión de los programas un aviso donde se indique en forma escrita y oral la edad promedio apta para ver dicho programa anunciando igualmente si contiene o no violencia y sexo. mediante resolución 342 de 2012 se le impuso una multa a Caracol TV por el incumplimiento de lo dispuesto anteriormente. el convocante argumenta que la sanción es injusta y por lo tanto reclama la devolución de los dineros que debió pagar por la multa.
124,245,1277714027807.5166,346,PESOS,1124780232449.0,UNION TEMPORAL DESARROLLO VIAL DEL VALLE DEL CAUCA Y CAUCA  ,AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI,UNION TEMPORAL DESARROLLO VIAL DEL VALLE DEL CAUCA Y CAUCA  ,245005-31999-,245,42,,1,NO,20184051829232/ 20184052355622/20198001471572/20198001690632/20198001723512/ 20198002278062/ 20208001505032,,NO,,CHEMAS JARAMILLO JORGE EDUARDO,SI,  ,AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI|245|TRANSPORTE,830125996-6,NACIONAL,CONVOCADO,ARBITRAMENTO GENERAL,15811,"CENTRO DE ARBITRAJE, CONCILIACIÓN Y AMIGABLE COMPOSICIÓN DE LA CÁMARA DE COMERCIO DE BOGOTÁ",SORTEO CENTRO,2.0,GUERRERO DE ESCOBAR MYRIAM,RIVEROS LARA JUAN PABLO,79242875,TERMINADO POR LAUDO,PRIMERA ,FALLO,DESFAVORABLE,,,GENERAL,AGENCIA NACIONAL DE INFRAESTRUCTURA,Sector Transporte,"Transcurrido más de un año y medio desde que se quedó ejecutriado el Laudo Arbitral que declaró nulidad absoluta del contrato adicional No 13, la ANI no se ha avenido a convenir la liquidación de dicho contrato adicional ni ha efectuado la liquidación unilateral del mismo, por lo que se hace necesario acudir a la justicia arbitral para que realice la correspondiente liquidación y establezca el monto de los reconocimientos a los que tiene derecho la unión temporal"
125,91,4181036454.6819534,357,PESOS,2943243900.0,PALERMO SOCIEDAD PORTUARIA S.A. NIT 819007201-7,CORPORACIÓN AUTÓNOMA REGIONAL DEL RIO GRANDE DE LA MAGDALENA - CORMAGDALENA,PALERMO SOCIEDAD PORTUARIA S.A. NIT 819007201-7,91|342007-24,91|,77,24.0,1,NO,20154050592882 / 20154050843792 / 20154050930582,JURIDICO,NO,JURIDICA ,GOMEZ PINEDA OSCAR DAVID,SI,JIMENEZ PEREZ JUAN RAMON,CORPORACIÓN AUTÓNOMA REGIONAL DEL RIO GRANDE DE LA MAGDALENA - CORMAGDALENA |91|TRANSPORTE,829000127-4,NACIONAL,CONVOCADO,ARBITRAMENTO GENERAL,2969,"CENTRO DE ARBITRAJE, CONCILIACIÓN Y AMIGABLE COMPOSICIÓN DE LA CÁMARA DE COMERCIO DE BOGOTÁ",MUTUO ACUERDO,1.0,GONZALEZ RODRIGUEZ MIGUEL HERNANDO,SINNING BONILLA HILDA JOHANNA MARIA MARCELA,52413102,TERMINADO POR LAUDO,PRIMERA ,FALLO,DESFAVORABLE,PAGAR,16188,GENERAL,CORPORACIÓN AUTÓNOMA REGIONAL DEL RIO GRANDE DEL MAGDALENA,Sector Transporte,SE PERSIGUE LA NULIDAD DE LA RESOLUCIÓN 405/2012 QUE FIJÓ REAJUSTE DE LA CONTRAPRESTACIÓN
126,245,29214840768.000923,359,PESOS,25000000000.0,"INTEGRA DE COLOMBIA SAS
CASTRO TCHERASSI SA
CIVILIA SA
OFINSA INVERSIONES SAS
EQUIPO UNIVERSAL
G4S SECURE SOLUTIONS COLOMBIA SA
MINCIVIL SA  ",AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI,"INTEGRA DE COLOMBIA SAS
CASTRO TCHERASSI SA
CIVILIA SA
OFINSA INVERSIONES SAS
EQUIPO UNIVERSAL
G4S SECURE SOLUTIONS COLOMBIA SA
MINCIVIL SA  ",2450664-021994-,245,42,,0,NO,20174051632022/ 20174051939582/ 20174051999692/ 20174052000222/ 20178002005572/ 20174052012332/ 20174052346042/ 20184050002682 / 20194050885222,,NO,JURIDICA ,LOPEZ CHAVES FRANCISCO JAVIER,SI,GUTIERREZ RAMIREZ ALEJANDRO,AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI|245|TRANSPORTE,830125996-6,NACIONAL,CONVOCADO,ARBITRAMENTO GENERAL,5393,"CENTRO DE ARBITRAJE, CONCILIACIÓN Y AMIGABLE COMPOSICIÓN DE LA CÁMARA DE COMERCIO DE BOGOTÁ",MUTUO ACUERDO,3.0,GONZALEZ RODRIGUEZ MIGUEL HERNANDO,GARAVITO VALENCIA PEDRO ORLANDO,,TERMINADO POR LAUDO,PRIMERA ,FALLO,DESFAVORABLE,HACER,0,GENERAL,AGENCIA NACIONAL DE INFRAESTRUCTURA,Sector Transporte,EL CONVOCANTE INDICA QUE NO SE ENCUENTRAN EN LA OBLIGACIÓN DE COLOCAR UNA CARPETA ASFÁLTICA DE 5 CM DE ESPESOR A TODO LO LARGO DE LA VÍA CONCESIONADA 
127,152,85000000.0,364,PESOS,85000000.0,DEPARTAMENTO DE VALLE DEL CAUCA  NIT 890399029-5,DEPARTAMENTO DE VALLE DEL CAUCA  NIT 890399029-5,CENTRAL DE INVERSIONES S.A,152010-18-10352015-,152,33,,1,NO,20194050598662/20194051254592/,,SI,JURIDICA ,GUTIERREZ MARIN LUZBIAN,NO,  ,CENTRAL DE INVERSIONES S.A. CISA|152|HACIENDA Y CREDITO PUBLICO,860042945-5,NACIONAL,CONVOCANTE,ARBITRAMENTO GENERAL,A-20190322/0743,"CENTRO DE CONCILIACIÓN, ARBITRAJE Y AMIGABLE COMPOSICIÓN DE LA CÁMARA DE COMERCIO DE CALI",SORTEO CENTRO,2.0,GOMEZ MORENO MAYRA ALEJANDRA,CRESPO RIOS LYDA MERCEDES,29434956,TERMINADO POR LAUDO,PRIMERA ,FALLO,FAVORABLE,PAGAR,,GENERAL,CENTRAL DE INVERSIONES S.A.,Sector Hacienda y Crédito Público,LA PARTE CONVOCANTE SOLICITA SE REALICE LA LIQUIDACIÓN DEL CONTRATO.
128,442,150000000.0,366,SALARIOS MINIMOS MENSUALES,150.0,CENCOSUD COLOMBIA S.A. NIT 900.155.107 –1,CENCOSUD COLOMBIA S.A. NIT 900.155.107 –1,SOCIEDAD DE ACTIVOS ESPECIALES S.A.S,442CONTRATO DE ARRENDAMIENTO2007-,442,37,,1,NO,20204051026622 / 20204051041502 / 20208000933202 / 20208000963892 / 20208001165242 / 20214051567382,,SI,JURIDICA ,CHAVES CABALLERO  ANDRÉS FELIPE ,NO,ISAACS POSADA  MARÍA LUCÍA ,SOCIEDAD DE ACTIVOS ESPECIALES S.A.S|442|HACIENDA Y CREDITO PUBLICO,900265408,NACIONAL,CONVOCANTE,ARBITRAMENTO GENERAL,123317,"CENTRO DE ARBITRAJE, CONCILIACIÓN Y AMIGABLE COMPOSICIÓN DE LA CÁMARA DE COMERCIO DE BOGOTÁ",SORTEO CENTRO,2.0,CHAVES FARIAS MAURICIO RICARDO,ROMERO CHACIN VERONICA DE JESUS,52517889,TERMINADO POR LAUDO,PRIMERA ,INICIO Y FIJACIÓN DEL LITIGIO,FAVORABLE,,,GENERAL,SOCIEDAD DE ACTIVOS ESPECIALES S.A.S.,Sector Hacienda y Crédito Público,"PRIMERO: El día 26 de octubre de 2007 la CONSTRUCTORA LLANO CENTRO LTDA., hoy Constructora Llano Centro S.A.S.) y GRANDES SUPERFICIES DE COLOMBIA S.A. (Hoy CENCOSUD COLOMBIA S.A. y en adelante CENCOSUD) celebraron contrato de arrendamiento respecto de los bienes hoy identificados con los folios de matrícula 230    152224 y 230    152310 con el objetivo que allí se desarrollará el hipermercado de la marca Carrefour.

SEGUNDO: De acuerdo con la cláusula quinta del contrato, las partes acordaron una renta bajo los siguientes parámetros: 

1.	El arrendatario pagaría una renta semestral variable equivalente al 2.6 % de las ventas netas semestrales del hipermercado, entendiendo por estas, el resultado de las ventas brutas menos el impuesto a las ventas (IVA). 
2.	De las ventas netas, se excluía las derivadas de los locales comerciales que funcionaran al interior del hipermercado y que no constituyeran actividades de Carrefour.
3.	A pesar de lo anterior, las partes acordaron una renta mínima mensual anticipado equivalente a CIENTO TREINTA MILLONES DE PESOS ($ 130’000.000.oo) que semestralmente ascendía a un total de SETECIENTOS OCHENTA MILLONES DE PESOS ($ 780’000.000.oo). 
4.	La anterior renta mensual se ajustaría anualmente con el Índice de Precios al Consumidor certificado por el DANE y al quinto año de ejecución, es decir, al mes 49, la renta mínima se ajustaría en un 10 %. 

TERCERO: En virtud de lo pactado en el numeral 5.4., 5.5. y a la cláusula 11.3. para el pago de la renta, el arrendador debía enviar cuenta de cobro o factura al arrendatario, quien debía realizar el pago dentro de los cinco días siguientes. 

CUARTO: De conformidad con el numeral octavo de la cláusula quinta y del numeral cuarto de la cláusula 11 del contrato, el incumplimiento en el pago de la renta de arrendamiento generaría intereses moratorios a la máxima tasa permitida en virtud del artículo 884 del Código de Comercio modificado por la Ley 590 de 1999. 

QUINTO: Las partes acordaron que el arrendatario reconocería un total de TREINTA MILLONES DE PESOS ($ 30’000.000.oo) por concepto de expensas ordinarias de administración; suma de dinero que se ajustaría anualmente conforme al Índice de Precios al Consumidor certificado por el DANE y en el evento que el arrendador incumpla con el pago de la expensa ordinaria de administración, el arrendatario estaría facultado a pagar directamente a la propiedad horizontal. 

SEXTO: Las partes del contrato en el numeral primero de la cláusula décima segunda, acordaron que el término de duración del contrato de arrendamiento sería de 20 años contados a partir de la fecha de apertura al público del hipermercado y al cumplimiento de este término, si el arrendatario previamente no manifestaba con seis meses de anticipación la decisión de dar por terminado el contrato, se entenderá renovado por un periodo al inicialmente convenido. 

SÉPTIMO: Las partes de manera libre y voluntaria en la cláusula décima sexta acordaron cláusula penal equivalente a 10 cánones mínimos por el incumplimiento de obligaciones diferentes a las dinerarias ante el retardo por tres meses de las obligaciones sin que haya sido subsanado en los 30 días calendario siguientes al requerimiento efectuado por la otra parte para el cumplimiento. 

OCTAVO: En el numeral quinto de la cláusula décima segunda y en el numeral primero de la cláusula décima octava, las partes convinieron las siguientes causales de terminación del contrato: 

1.	Causas contempladas en el contrato y en las leyes aplicables. 
2.	El incumplimiento de cualquier obligación a cargo de las partes, siempre que el incumplimiento no hubiere sido subsanados dentro de los 120 días calendario siguientes al requerimiento de la parte cumplida. 
3.	Terminación de la duración del contrato. 
4.	La inclusión de las partes del contrato, sus accionistas o vinculados en el listado que administra el Departamento del Tesoro de los Estados Unidos de América denominado OFAC. 
5.	Por aviso de terminación 12 meses antes a la fecha efectiva en que se quiera terminar el contrato. 

NOVENO:  Las partes del contrato, celebraron en total ocho modificaciones del contrato, celebrados en el siguiente orden respecto de las obligaciones consagradas en los numerales 5.7.2., 7.5.4., 4.1. y 10.3 del contrato originalmente pactado: 

No. OTROSÍ	FECHA	CLÁUSULAS MODIFICADAS
1	28/12/2007	5.7.2; 5.7.4; 4.1.; 10.3
2	28/12/2007	4.1. y 5.7.4.
3	25/01/2008	4.1. y 5.7.4.
4	15/002/2008	4.1. y 5.7.4.
5	7/03/2008	4.1. y 5.7.4.
6	11/04/2008	5.7.4.
7	30/09/2009	5.7.4.2. y 10.12
8	28/11/2011	1.1.; 1.3.; 12.3 y 12.5; si incluyen cláusulas como la 20 y 21.

DÉCIMO: Las modificaciones realizadas al contrato entre los Otrosí No. 1 a 7 se circunscribieron a la fecha en que se debía realizar la apertura al público del hipermercado y la parte de la renta sujeta a la apertura de este.

DÉCIMO PRIMERO: En el Otrosí No. 8, las partes no sólo modificaron las cláusulas anteriormente indicadas, igualmente, adicionaron la cláusula vigésima, relacionada con la opción de compra que tendría el arrendatario respecto de los locales objeto del contrato; y la cláusula vigésima primera, relacionada con los aspectos relacionados con el SARLAFT. 

DÉCIMO SEGUNDO: De conformidad con las modificaciones del contrato la apertura del hipermercado o establecimientos de comercio propiedad del arrendatario se efectuó el 18 de abril de 2008. 

DÉCIMO TERCERO: La Fiscalía Segunda Delegada de la Unidad de Extinción de Dominio y Contra el Lavado de Activos dentro del radicado 10909 E.D. el día 24 de junio de 2013 ordenó las medidas cautelares de suspensión del poder dispositivo, embargo y secuestro de 190 inmuebles de propiedad de la sociedad CONSTRUCTORA LLANO CENTRO S.A.S., entre los que se encontraban los bienes objeto del contrato de arrendamiento. 

DÉCIMO CUARTO: En virtud de la diligencia de secuestro llevada a cabo el dos de julio de 2013, la Fiscalía Segunda Delegada de la Unidad de Extinción de Dominio y Contra el Lavado de Activos los bienes fueron dejados a disposición del administrador del FRISCO, en su momento la DIRECCIÓN NACIONAL DE ESTUPEFACIENTES y hoy en virtud de lo establecido en el artículo 90 de la Ley 1708 de 2014 en cabeza de la SOCIEDAD DE ACTIVOS ESPECIALES S.A.S. 

DÉCIMO QUINTO: Como consecuencia de la medida cautelar que pesa sobre los bienes objeto del contrato de arrendamiento, CENCOSUD pagó el cuatro de marzo de 2020 a través de título judicial a favor del FRISCO, un total de CUATRO MIL SEISCIENTOS VEINTIOCHO MILLONES DOSCIENTOS DIEZ MIL NOVECIENTOS NOVENTA PESOS ($ 4.628’210.990.oo) por los cánones de arrendamiento causados hasta diciembre de 2016 que para ese momento ascendía mensualmente a CIENTO NOVENTA Y DOS MILLONES DOSCIENTOS OCHENTA Y SEIS MIL CIENTO SESENTA Y DOS PESOS ($ 192’286.162.oo) más IVA.

DÉCIMO SEXTO: Con base en condiciones sobrevinientes del mercado inmobiliario en la ciudad de Villavicencio, CENCOSUD se acercó a la SOCIEDAD DE ACTIVOS ESPECIALES S.A.S. con el objetivo de negociar una nueva renta. 

DÉCIMO SÉPTIMO: A pesar del acercamiento, las partes, es decir, CENCOSUD en calidad de arrendataria, y el FRISCO representado por la SOCIEDAD DE ACTIVOS ESPECIALES S.A.S. en calidad de arrendadora, en momento alguno acordaron modificación alguna del contrato de arrendamiento.

DÉCIMO OCTAVO: En la asamblea ordinaria de propietarios del Centro Comercial Llanocentro P.H. del año 2017, fue aprobada expensa extraordinaria de administración que ascendía a un total de CIENTO SIETE MILLONES OCHENTA Y OCHO MIL QUINIENTOS NOVENTA PESOS ($ 107’088.590.oo) que debía pagarse en cinco mensualidades a partir de agosto de 2017 equivalente a VEINTIÚN MILLONES CUATROCIENTOS DIECISIETE MIL SETECIENTOS DIECIOCHO PESOS ($ 21’417.718.oo). "
129,436,97114297.06786524,377,PESOS,78972267.0,RCN TELEVISION  S.A NIT 830029703-7,AUTORIDAD NACIONAL DE TELEVISIÓN,RCN TELEVISION  S.A NIT 830029703-7,436140-81997-462,436,34,462.0,1,NO,20164050442892 / 20164050528732 / 20168000824142/ 20178001671272,JURIDICO,NO,JURIDICA ,CASTRO PEÑA MARIA NATALIA,SI,CELIS PEÑARANDA MIGUEL ANGEL,AUTORIDAD NACIONAL DE TELEVISION |436|TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,900517646-2,NACIONAL,CONVOCADO,ARBITRAMENTO GENERAL,4554,"CENTRO DE ARBITRAJE, CONCILIACIÓN Y AMIGABLE COMPOSICIÓN DE LA CÁMARA DE COMERCIO DE BOGOTÁ",SORTEO CENTRO,1.0,PEDRAZA DE ARENAS MARY DOLLY,NÁMEN BAQUERO JEANNETTE,52414737,TERMINADO POR LAUDO,PRIMERA ,FALLO,FAVORABLE,NO HAY CONDENA,8771106,GENERAL,AUTORIDAD NACIONAL DE TELEVISIÓN EN LIQUIDACIÓN,Sector de las Tecnologías de la Información y las Comunicaciones,En virtud del contrato de concesión 140 de 1997 la oficina de contenidos y defensa del televidente (de la ANTV) realizo una revisión sobre la programación emitida por RCN TV para verificar el cumplimiento de la obligación consistente en anteponer a la transmisión de los programas un aviso donde se indique en forma escrita y oral la edad promedio apta para ver dicho programa anunciando igualmente si contiene o no violencia y sexo. mediante resolución 1011 de 2011 se le impuso una multa a Caracol TV por el incumplimiento de lo dispuesto anteriormente. el convocante argumenta que la sanción es injusta y por lo tanto reclama la devolución de los dineros que debió pagar por la multa.
130,206,330979948.65476733,380,PESOS,220387042.0,ORGANIZACIÓN MONITOREO AMBIENTAL LTDA  ,FONDO FINANCIERO DE PROYECTOS DE DESARROLLO - FONADE,ORGANIZACIÓN MONITOREO AMBIENTAL LTDA  ,20620714442007-34,206,53,34.0,1,NO,20148001360472/ 20178000132892,JURIDICO,NO,JURIDICA ,LOPEZ RUIZ LUIS ALFONSO,SI,LOZANO VILLEGAS GERMAN,FONDO FINANCIERO DE PROYECTOS DE DESARROLLO - FONADE|206|PLANEACION,899999316-1,NACIONAL,CONVOCADO,ARBITRAMENTO GENERAL,2006,"CENTRO DE ARBITRAJE, CONCILIACIÓN Y AMIGABLE COMPOSICIÓN DE LA CÁMARA DE COMERCIO DE BOGOTÁ",MUTUO ACUERDO,1.0,BERMUDEZ MUÑOZ MARTIN GONZALO,OTERO ALVAREZ LILIANA,52321113 ,TERMINADO POR LAUDO,PRIMERA ,FALLO,DESFAVORABLE,PAGAR,0,INFRAESTRUCTURA,EMPRESA NACIONAL PROMOTORA DEL DESARROLLO TERRITORIAL,Sector Planeación,"el 7 de noviembre de 2007 y en ejecución del convenio interadministrativo de Gerencia de Proyectos No. 195077 FONADE abrió licitación pública internacional LPI-319-195077 cuyo objeto fue la adquisición e instalación de equipos de monitoreo de calidad de aire, ambiente individual, los necesarios para su calibración y mantenimiento, así mismo para la valorización de pruebas.
Como consecuencia de lo anterior el convocante solicita se declare que  FONADE incumplió el contrato 2071444 celebrado el 12 de septiembre de 2007, al no pagar la suma de $ 220.387.042 dentro de los 30 días siguientes ala fecha en que el proveedor impartió la última de las capacitaciones a que estaba obligado."
